estabelecimento_codigo_ibge_municipio,paciente_grupo,n,uf
2311108,Pessoas de 60 anos ou mais institucionalizadas,1,CE
2311108,Trabalhadores de Saúde,137,CE
2311207,Trabalhadores de Saúde,57,CE
2311231,Faixa Etária,20,CE
2311231,Trabalhadores de Saúde,67,CE
2311264,Faixa Etária,22,CE
2311264,Povos Indígenas,273,CE
2311264,Trabalhadores de Saúde,13,CE
2311355,Faixa Etária,115,CE
2311355,Trabalhadores de Saúde,152,CE
2311405,Faixa Etária,45,CE
2311405,Pessoas de 60 anos ou mais institucionalizadas,13,CE
2311405,Trabalhadores de Saúde,14,CE
2311504,Faixa Etária,39,CE
2311504,Pessoas de 60 anos ou mais institucionalizadas,90,CE
2311504,Trabalhadores de Saúde,153,CE
2311702,Faixa Etária,145,CE
2311702,Trabalhadores de Saúde,195,CE
2311801,Trabalhadores de Saúde,1,CE
2311900,Faixa Etária,122,CE
2311900,Trabalhadores de Saúde,93,CE
2311959,Faixa Etária,101,CE
2311959,Trabalhadores de Saúde,142,CE
2312007,Faixa Etária,7,CE
2312007,Trabalhadores de Saúde,7,CE
2312106,Faixa Etária,17,CE
2312205,Trabalhadores de Saúde,66,CE
2312304,Povos Indígenas,19,CE
2312304,Trabalhadores de Saúde,1,CE
2312502,Faixa Etária,74,CE
2312502,Pessoas de 60 anos ou mais institucionalizadas,22,CE
2312502,Trabalhadores de Saúde,67,CE
2312700,Faixa Etária,270,CE
2312700,Trabalhadores de Saúde,232,CE
2312809,Faixa Etária,51,CE
2312809,Trabalhadores de Saúde,68,CE
2312908,Faixa Etária,678,CE
2312908,Pessoas de 60 anos ou mais institucionalizadas,63,CE
2312908,Trabalhadores de Saúde,2092,CE
2313005,Trabalhadores de Saúde,90,CE
2313104,Faixa Etária,94,CE
2313104,Trabalhadores de Saúde,179,CE
2313203,Faixa Etária,111,CE
2313203,Povos Indígenas,211,CE
2313203,Trabalhadores de Saúde,283,CE
2313252,Faixa Etária,82,CE
2313252,Pessoas de 60 anos ou mais institucionalizadas,5,CE
2313252,Trabalhadores de Saúde,106,CE
2313302,Faixa Etária,577,CE
2313302,Trabalhadores de Saúde,724,CE
2313559,Faixa Etária,142,CE
2313559,Trabalhadores de Saúde,140,CE
2313708,Trabalhadores de Saúde,86,CE
2313757,Faixa Etária,115,CE
2313757,Pessoas de 60 anos ou mais institucionalizadas,8,CE
2313757,Trabalhadores de Saúde,117,CE
2313807,Faixa Etária,131,CE
2313807,Trabalhadores de Saúde,178,CE
2313906,Faixa Etária,5,CE
2313906,Trabalhadores de Saúde,27,CE
2313955,Faixa Etária,198,CE
2313955,Trabalhadores de Saúde,143,CE
2314102,Faixa Etária,356,CE
2314102,Trabalhadores de Saúde,301,CE
2400109,Comorbidades,21,RN
2400109,Faixa Etária,38,RN
2400109,Funcionário do Sistema de Privação de Liberdade,1,RN
2400109,Pessoas com Deficiência,1,RN
2400109,Pessoas de 60 anos ou mais institucionalizadas,35,RN
2400109,Trabalhadores de Saúde,131,RN
2400208,Comorbidades,64,RN
2400208,Faixa Etária,40,RN
2400208,Pessoas com Deficiência,1,RN
2400208,Pessoas de 60 anos ou mais institucionalizadas,3,RN
2400208,Trabalhadores de Saúde,768,RN
2400307,Comorbidades,40,RN
2400307,Faixa Etária,54,RN
2400307,Trabalhadores de Saúde,264,RN
2400307,Trabalhadores Portuários,1,RN
2400406,Comorbidades,1,RN
2400406,Faixa Etária,3,RN
2400406,Trabalhadores de Saúde,48,RN
2400505,Comorbidades,37,RN
2400505,Faixa Etária,63,RN
2400505,Pessoas com Deficiência,1,RN
2400505,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2400505,Trabalhadores de Saúde,266,RN
2400604,Comorbidades,16,RN
2400604,Faixa Etária,78,RN
2400604,Pessoas com Deficiência,1,RN
2400604,Trabalhadores de Saúde,90,RN
2400703,Comorbidades,15,RN
2400703,Faixa Etária,25,RN
2400703,Pessoas com Deficiência,1,RN
2400703,Trabalhadores de Saúde,187,RN
2400802,Comorbidades,18,RN
2400802,Faixa Etária,1,RN
2400802,Trabalhadores de Saúde,96,RN
2400901,Comorbidades,7,RN
2400901,Faixa Etária,2,RN
2400901,Pessoas em Situação de Rua,1,RN
2400901,Trabalhadores de Saúde,103,RN
2401008,"",1,RN
2401008,Comorbidades,30,RN
2401008,Faixa Etária,128,RN
2401008,Funcionário do Sistema de Privação de Liberdade,1,RN
2401008,Trabalhadores de Saúde,469,RN
2401008,Trabalhadores Portuários,1,RN
2401107,Comorbidades,40,RN
2401107,Faixa Etária,10,RN
2401107,Pessoas de 60 anos ou mais institucionalizadas,9,RN
2401107,Trabalhadores de Saúde,309,RN
2401206,Comorbidades,5,RN
2401206,Faixa Etária,47,RN
2401206,Pessoas com Deficiência,1,RN
2401206,Trabalhadores de Saúde,19,RN
2401305,Comorbidades,17,RN
2401305,Faixa Etária,2,RN
2401305,Funcionário do Sistema de Privação de Liberdade,1,RN
2401305,Trabalhadores de Saúde,154,RN
2401404,Comorbidades,11,RN
2401404,Faixa Etária,3,RN
2401404,Trabalhadores de Saúde,74,RN
2401503,Comorbidades,5,RN
2401503,Faixa Etária,24,RN
2401503,Trabalhadores de Saúde,52,RN
2401602,Comorbidades,8,RN
2401602,Faixa Etária,33,RN
2401602,Trabalhadores de Saúde,63,RN
2401651,Comorbidades,6,RN
2401651,Trabalhadores de Saúde,53,RN
2401701,Comorbidades,10,RN
2401701,Faixa Etária,16,RN
2401701,Trabalhadores de Saúde,154,RN
2401800,"",1,RN
2401800,Comorbidades,10,RN
2401800,Faixa Etária,1,RN
2401800,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2401800,Trabalhadores de Saúde,94,RN
2402006,Comorbidades,127,RN
2402006,Faixa Etária,82,RN
2402006,Funcionário do Sistema de Privação de Liberdade,4,RN
2402006,Pessoas de 60 anos ou mais institucionalizadas,36,RN
2402006,Trabalhadores de Saúde,953,RN
2402105,Faixa Etária,18,RN
2402105,Trabalhadores de Saúde,27,RN
2402204,Comorbidades,44,RN
2402204,Faixa Etária,10,RN
2402204,Funcionário do Sistema de Privação de Liberdade,1,RN
2402204,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2402204,Trabalhadores de Saúde,377,RN
2402303,"",1,RN
2402303,Comorbidades,30,RN
2402303,Faixa Etária,7,RN
2402303,Pessoas de 60 anos ou mais institucionalizadas,19,RN
2402303,Trabalhadores de Saúde,272,RN
2402402,Comorbidades,23,RN
2402402,Faixa Etária,44,RN
2402402,Forças de Segurança e Salvamento,1,RN
2402402,Pessoas com Deficiência,2,RN
2402402,Pessoas de 60 anos ou mais institucionalizadas,18,RN
2402402,Trabalhadores de Saúde,94,RN
2402501,"",1,RN
2402501,Comorbidades,28,RN
2402501,Faixa Etária,34,RN
2402501,Pessoas com Deficiência,1,RN
2402501,Trabalhadores de Saúde,202,RN
2402501,Trabalhadores Portuários,1,RN
2402600,"",1,RN
2402600,Comorbidades,68,RN
2402600,Faixa Etária,128,RN
2402600,Funcionário do Sistema de Privação de Liberdade,3,RN
2402600,Pessoas de 60 anos ou mais institucionalizadas,2,RN
2402600,Pessoas em Situação de Rua,1,RN
2402600,Trabalhadores de Saúde,465,RN
2402600,Trabalhadores Portuários,1,RN
2402709,Comorbidades,43,RN
2402709,Faixa Etária,4,RN
2402709,Pessoas em Situação de Rua,1,RN
2402709,Trabalhadores de Saúde,301,RN
2402808,Comorbidades,7,RN
2402808,Faixa Etária,1,RN
2402808,Trabalhadores de Saúde,90,RN
2402907,Comorbidades,9,RN
2402907,Faixa Etária,42,RN
2402907,Trabalhadores de Saúde,120,RN
2403004,Comorbidades,13,RN
2403004,Faixa Etária,13,RN
2403004,Pessoas de 60 anos ou mais institucionalizadas,9,RN
2403004,Trabalhadores de Saúde,89,RN
2403103,Comorbidades,53,RN
2403103,Faixa Etária,113,RN
2403103,Funcionário do Sistema de Privação de Liberdade,1,RN
2403103,Pessoas com Deficiência,2,RN
2403103,Pessoas de 60 anos ou mais institucionalizadas,6,RN
2403103,Trabalhadores de Saúde,441,RN
2403202,Comorbidades,2,RN
2403202,Faixa Etária,83,RN
2403202,Trabalhadores de Saúde,8,RN
2403251,"",1,RN
2403251,Comorbidades,642,RN
2403251,Faixa Etária,584,RN
2403251,Funcionário do Sistema de Privação de Liberdade,20,RN
2403251,Pessoas de 60 anos ou mais institucionalizadas,67,RN
2403251,Pessoas em Situação de Rua,1,RN
2403251,Trabalhadores de Saúde,5171,RN
2403251,Trabalhadores Portuários,3,RN
2403301,Comorbidades,12,RN
2403301,Faixa Etária,2,RN
2403301,Trabalhadores de Saúde,183,RN
2403400,Comorbidades,11,RN
2403400,Faixa Etária,11,RN
2403400,Pessoas com Deficiência,1,RN
2403400,Trabalhadores de Saúde,98,RN
2403509,"",1,RN
2403509,Comorbidades,18,RN
2403509,Faixa Etária,5,RN
2403509,Pessoas com Deficiência,2,RN
2403509,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2403509,Trabalhadores de Saúde,105,RN
2403608,"",1,RN
2403608,Comorbidades,43,RN
2403608,Faixa Etária,69,RN
2403608,Funcionário do Sistema de Privação de Liberdade,2,RN
2403608,Pessoas com Deficiência,2,RN
2403608,Trabalhadores de Saúde,379,RN
2403707,Comorbidades,10,RN
2403707,Faixa Etária,104,RN
2403707,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2403707,Trabalhadores de Saúde,73,RN
2403756,Comorbidades,3,RN
2403756,Faixa Etária,9,RN
2403756,Trabalhadores de Saúde,59,RN
2403806,Comorbidades,21,RN
2403806,Faixa Etária,70,RN
2403806,Funcionário do Sistema de Privação de Liberdade,1,RN
2403806,Pessoas com Deficiência,1,RN
2403806,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2403806,Trabalhadores de Saúde,121,RN
2404002,Comorbidades,6,RN
2404002,Faixa Etária,17,RN
2404002,Trabalhadores de Saúde,100,RN
2404101,Comorbidades,4,RN
2404101,Faixa Etária,2,RN
2404101,Trabalhadores de Saúde,73,RN
2404200,"",1,RN
2404200,Comorbidades,37,RN
2404200,Faixa Etária,33,RN
2404200,Funcionário do Sistema de Privação de Liberdade,1,RN
2404200,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2404200,Trabalhadores de Saúde,355,RN
2404309,"",1,RN
2404309,Comorbidades,11,RN
2404309,Faixa Etária,60,RN
2404309,Pessoas com Deficiência,1,RN
2404309,Pessoas em Situação de Rua,1,RN
2404309,Trabalhadores de Saúde,184,RN
2404309,Trabalhadores Portuários,1,RN
2404408,Comorbidades,7,RN
2404408,Faixa Etária,21,RN
2404408,Trabalhadores de Saúde,125,RN
2404507,"",1,RN
2404507,Comorbidades,39,RN
2404507,Faixa Etária,47,RN
2404507,Funcionário do Sistema de Privação de Liberdade,2,RN
2404507,Pessoas com Deficiência,1,RN
2404507,Trabalhadores de Saúde,574,RN
2404507,Trabalhadores Portuários,1,RN
2404606,Comorbidades,4,RN
2404606,Faixa Etária,2,RN
2404606,Trabalhadores de Saúde,69,RN
2404705,Comorbidades,12,RN
2404705,Faixa Etária,27,RN
2404705,Funcionário do Sistema de Privação de Liberdade,1,RN
2404705,Trabalhadores de Saúde,139,RN
2404804,Comorbidades,14,RN
2404804,Faixa Etária,31,RN
2404804,Trabalhadores de Saúde,138,RN
2404853,Comorbidades,7,RN
2404853,Faixa Etária,15,RN
2404853,Trabalhadores de Saúde,112,RN
2404903,Comorbidades,5,RN
2404903,Faixa Etária,15,RN
2404903,Trabalhadores de Saúde,91,RN
2405009,Comorbidades,7,RN
2405009,Faixa Etária,48,RN
2405009,Trabalhadores de Saúde,102,RN
2405108,Comorbidades,20,RN
2405108,Faixa Etária,11,RN
2405108,Trabalhadores de Saúde,129,RN
2405207,"",1,RN
2405207,Comorbidades,28,RN
2405207,Faixa Etária,126,RN
2405207,Funcionário do Sistema de Privação de Liberdade,1,RN
2405207,Trabalhadores de Saúde,225,RN
2405306,Comorbidades,25,RN
2405306,Faixa Etária,12,RN
2405306,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2405306,Trabalhadores de Saúde,127,RN
2405504,Comorbidades,12,RN
2405504,Faixa Etária,25,RN
2405504,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2405504,Trabalhadores de Saúde,76,RN
2405603,Comorbidades,11,RN
2405603,Faixa Etária,48,RN
2405603,Pessoas com Deficiência,2,RN
2405603,Trabalhadores de Saúde,166,RN
2405702,Comorbidades,51,RN
2405702,Faixa Etária,119,RN
2405702,Funcionário do Sistema de Privação de Liberdade,1,RN
2405702,Pessoas com Deficiência,6,RN
2405702,Pessoas de 60 anos ou mais institucionalizadas,3,RN
2405702,Trabalhadores de Saúde,477,RN
2405801,Comorbidades,48,RN
2405801,Faixa Etária,39,RN
2405801,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2405801,Pessoas em Situação de Rua,2,RN
2405801,Trabalhadores de Saúde,580,RN
2405900,Comorbidades,1,RN
2405900,Faixa Etária,1,RN
2405900,Trabalhadores de Saúde,53,RN
2406007,Comorbidades,11,RN
2406007,Faixa Etária,7,RN
2406007,Trabalhadores de Saúde,103,RN
2406106,Comorbidades,26,RN
2406106,Faixa Etária,110,RN
2406106,Funcionário do Sistema de Privação de Liberdade,1,RN
2406106,Pessoas com Deficiência,3,RN
2406106,Pessoas de 60 anos ou mais institucionalizadas,23,RN
2406106,Trabalhadores de Saúde,236,RN
2406155,Comorbidades,13,RN
2406155,Faixa Etária,19,RN
2406155,Trabalhadores de Saúde,63,RN
2406205,Comorbidades,13,RN
2406205,Faixa Etária,92,RN
2406205,Trabalhadores de Saúde,64,RN
2406304,Comorbidades,16,RN
2406304,Faixa Etária,33,RN
2406304,Trabalhadores de Saúde,158,RN
2406403,Comorbidades,10,RN
2406403,Faixa Etária,10,RN
2406403,Pessoas em Situação de Rua,1,RN
2406403,Trabalhadores de Saúde,59,RN
2406502,Comorbidades,16,RN
2406502,Faixa Etária,17,RN
2406502,Trabalhadores de Saúde,160,RN
2406601,Comorbidades,20,RN
2406601,Faixa Etária,81,RN
2406601,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2406601,Trabalhadores de Saúde,135,RN
2406700,Comorbidades,1,RN
2406700,Faixa Etária,4,RN
2406700,Trabalhadores de Saúde,9,RN
2406809,Comorbidades,16,RN
2406809,Faixa Etária,1,RN
2406809,Trabalhadores de Saúde,77,RN
2406908,Comorbidades,3,RN
2406908,Faixa Etária,1,RN
2406908,Trabalhadores de Saúde,106,RN
2407005,Comorbidades,9,RN
2407005,Faixa Etária,51,RN
2407005,Pessoas com Deficiência,1,RN
2407005,Trabalhadores de Saúde,130,RN
2407104,Comorbidades,95,RN
2407104,Faixa Etária,91,RN
2407104,Funcionário do Sistema de Privação de Liberdade,1,RN
2407104,Pessoas com Deficiência,1,RN
2407104,Pessoas de 60 anos ou mais institucionalizadas,24,RN
2407104,Trabalhadores de Saúde,834,RN
2407203,Comorbidades,5,RN
2407203,Faixa Etária,2,RN
2407203,Trabalhadores de Saúde,146,RN
2407252,"",1,RN
2407252,Comorbidades,20,RN
2407252,Faixa Etária,21,RN
2407252,Trabalhadores de Saúde,128,RN
2407302,Comorbidades,8,RN
2407302,Faixa Etária,9,RN
2407302,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2407302,Trabalhadores de Saúde,113,RN
2407401,Comorbidades,3,RN
2407401,Faixa Etária,58,RN
2407401,Trabalhadores de Saúde,104,RN
2407500,Comorbidades,13,RN
2407500,Faixa Etária,3,RN
2407500,Trabalhadores de Saúde,105,RN
2407609,Comorbidades,7,RN
2407609,Faixa Etária,12,RN
2407609,Trabalhadores de Saúde,90,RN
2407708,Comorbidades,8,RN
2407708,Faixa Etária,23,RN
2407708,Trabalhadores de Saúde,115,RN
2407807,Comorbidades,21,RN
2407807,Faixa Etária,39,RN
2407807,Pessoas de 60 anos ou mais institucionalizadas,2,RN
2407807,Trabalhadores de Saúde,329,RN
2407906,Comorbidades,4,RN
2407906,Faixa Etária,42,RN
2407906,Pessoas com Deficiência,4,RN
2407906,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2407906,Trabalhadores de Saúde,90,RN
2408003,"",3,RN
2408003,Comorbidades,565,RN
2408003,Faixa Etária,1989,RN
2408003,Forças de Segurança e Salvamento,2,RN
2408003,Funcionário do Sistema de Privação de Liberdade,17,RN
2408003,Pessoas com Deficiência,51,RN
2408003,Pessoas de 60 anos ou mais institucionalizadas,93,RN
2408003,Pessoas em Situação de Rua,3,RN
2408003,População Privada de Liberdade,1,RN
2408003,Trabalhadores de Saúde,5504,RN
2408003,Trabalhadores Portuários,4,RN
2408102,"",6,RN
2408102,Comorbidades,1826,RN
2408102,Faixa Etária,1650,RN
2408102,Funcionário do Sistema de Privação de Liberdade,31,RN
2408102,Pessoas com Deficiência,27,RN
2408102,Pessoas de 60 anos ou mais institucionalizadas,180,RN
2408102,Pessoas em Situação de Rua,13,RN
2408102,Trabalhadores da Educação,1,RN
2408102,Trabalhadores de Saúde,19362,RN
2408102,Trabalhadores Portuários,8,RN
2408201,Comorbidades,23,RN
2408201,Faixa Etária,69,RN
2408201,Funcionário do Sistema de Privação de Liberdade,4,RN
2408201,Trabalhadores de Saúde,249,RN
2408300,Comorbidades,17,RN
2408300,Faixa Etária,35,RN
2408300,Funcionário do Sistema de Privação de Liberdade,1,RN
2408300,Pessoas com Deficiência,1,RN
2408300,Pessoas de 60 anos ou mais institucionalizadas,2,RN
2408300,Trabalhadores de Saúde,245,RN
2408409,Comorbidades,5,RN
2408409,Faixa Etária,27,RN
2408409,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2408409,Trabalhadores de Saúde,155,RN
2408508,Comorbidades,2,RN
2408508,Faixa Etária,7,RN
2408508,Trabalhadores de Saúde,12,RN
2408607,Comorbidades,4,RN
2408607,Trabalhadores de Saúde,83,RN
2408706,Comorbidades,7,RN
2408706,Faixa Etária,11,RN
2408706,Pessoas com Deficiência,1,RN
2408706,Pessoas em Situação de Rua,1,RN
2408706,Trabalhadores de Saúde,76,RN
2408805,Comorbidades,8,RN
2408805,Faixa Etária,41,RN
2408805,Trabalhadores de Saúde,105,RN
2408904,Comorbidades,20,RN
2408904,Faixa Etária,32,RN
2408904,Pessoas de 60 anos ou mais institucionalizadas,10,RN
2408904,Trabalhadores de Saúde,264,RN
2408953,Comorbidades,16,RN
2408953,Faixa Etária,1,RN
2408953,Trabalhadores de Saúde,129,RN
2408953,Trabalhadores Portuários,1,RN
2409100,Comorbidades,10,RN
2409100,Faixa Etária,34,RN
2409100,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2409100,Trabalhadores de Saúde,154,RN
2409209,Comorbidades,14,RN
2409209,Faixa Etária,40,RN
2409209,Trabalhadores de Saúde,63,RN
2409308,Comorbidades,16,RN
2409308,Faixa Etária,26,RN
2409308,Trabalhadores de Saúde,253,RN
2409332,Comorbidades,8,RN
2409332,Faixa Etária,2,RN
2409332,Trabalhadores de Saúde,56,RN
2409407,Comorbidades,69,RN
2409407,Faixa Etária,62,RN
2409407,Pessoas de 60 anos ou mais institucionalizadas,2,RN
2409407,Trabalhadores de Saúde,568,RN
2409506,Comorbidades,5,RN
2409506,Faixa Etária,16,RN
2409506,Trabalhadores de Saúde,80,RN
2409605,Comorbidades,12,RN
2409605,Faixa Etária,7,RN
2409605,Trabalhadores de Saúde,79,RN
2409704,Comorbidades,21,RN
2409704,Faixa Etária,118,RN
2409704,Pessoas com Deficiência,3,RN
2409704,Trabalhadores de Saúde,144,RN
2409803,Comorbidades,19,RN
2409803,Faixa Etária,7,RN
2409803,Trabalhadores de Saúde,213,RN
2410009,Comorbidades,25,RN
2410009,Faixa Etária,17,RN
2410009,Trabalhadores de Saúde,244,RN
2410108,Comorbidades,15,RN
2410108,Faixa Etária,5,RN
2410108,Trabalhadores de Saúde,163,RN
2410207,Comorbidades,15,RN
2410207,Faixa Etária,51,RN
2410207,Funcionário do Sistema de Privação de Liberdade,1,RN
2410207,Pessoas com Deficiência,2,RN
2410207,Pessoas em Situação de Rua,1,RN
2410207,Povos e Comunidades Tradicionais,3,RN
2410207,Trabalhadores de Saúde,147,RN
2410256,Comorbidades,7,RN
2410256,Faixa Etária,39,RN
2410256,Trabalhadores de Saúde,80,RN
2410306,Comorbidades,5,RN
2410306,Faixa Etária,18,RN
2410306,Trabalhadores de Saúde,68,RN
2410405,Comorbidades,7,RN
2410405,Trabalhadores de Saúde,115,RN
2410504,Comorbidades,4,RN
2410504,Faixa Etária,1,RN
2410504,Trabalhadores de Saúde,86,RN
2410603,Comorbidades,6,RN
2410603,Faixa Etária,18,RN
2410603,Funcionário do Sistema de Privação de Liberdade,1,RN
2410603,Trabalhadores de Saúde,69,RN
2410702,Comorbidades,7,RN
2410702,Faixa Etária,30,RN
2410702,Trabalhadores de Saúde,72,RN
2410900,Comorbidades,15,RN
2410900,Faixa Etária,13,RN
2410900,Trabalhadores de Saúde,134,RN
2410900,Trabalhadores Portuários,1,RN
2411007,Comorbidades,12,RN
2411007,Faixa Etária,5,RN
2411007,Trabalhadores de Saúde,103,RN
2411056,Comorbidades,20,RN
2411056,Faixa Etária,29,RN
2411056,Pessoas com Deficiência,2,RN
2411056,Trabalhadores de Saúde,351,RN
2411106,Comorbidades,10,RN
2411106,Faixa Etária,9,RN
2411106,Trabalhadores de Saúde,69,RN
2411205,Comorbidades,71,RN
2411205,Faixa Etária,90,RN
2411205,Funcionário do Sistema de Privação de Liberdade,2,RN
2411205,Pessoas com Deficiência,3,RN
2411205,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2411205,Trabalhadores de Saúde,851,RN
2411403,Comorbidades,13,RN
2411403,Faixa Etária,4,RN
2411403,Trabalhadores de Saúde,180,RN
2411429,Comorbidades,8,RN
2411429,Faixa Etária,27,RN
2411429,Trabalhadores de Saúde,55,RN
2411502,Comorbidades,13,RN
2411502,Faixa Etária,3,RN
2411502,Trabalhadores de Saúde,160,RN
2411601,Comorbidades,9,RN
2411601,Faixa Etária,3,RN
2411601,Pessoas em Situação de Rua,1,RN
2411601,Trabalhadores de Saúde,52,RN
2411700,Comorbidades,23,RN
2411700,Faixa Etária,2,RN
2411700,Trabalhadores de Saúde,84,RN
2411809,Comorbidades,9,RN
2411809,Faixa Etária,1,RN
2411809,Trabalhadores de Saúde,51,RN
2411908,Comorbidades,17,RN
2411908,Faixa Etária,6,RN
2411908,Pessoas com Deficiência,1,RN
2411908,Trabalhadores de Saúde,130,RN
2411908,Trabalhadores Portuários,1,RN
2412005,Comorbidades,85,RN
2412005,Faixa Etária,78,RN
2412005,Pessoas de 60 anos ou mais institucionalizadas,20,RN
2412005,Pessoas em Situação de Rua,2,RN
2412005,Trabalhadores de Saúde,845,RN
2412104,Comorbidades,4,RN
2412104,Faixa Etária,2,RN
2412104,Trabalhadores de Saúde,62,RN
2412203,Comorbidades,40,RN
2412203,Faixa Etária,146,RN
2412203,Pessoas com Deficiência,1,RN
2412203,Pessoas de 60 anos ou mais institucionalizadas,1,RN
2412203,Trabalhadores de Saúde,367,RN
2412302,Comorbidades,8,RN
2412302,Faixa Etária,7,RN
2412302,Pessoas com Deficiência,1,RN
2412302,Trabalhadores de Saúde,153,RN
2412401,Comorbidades,11,RN
2412401,Faixa Etária,48,RN
2412401,Pessoas com Deficiência,1,RN
